BOM Variant,vad_description1,Component Variant,Quantity,Build per,Time (hrs)
11066,320-2 Oval Rose - Face & Back Assembled,10521,1.0,1,0.01028527
11066,320-2 Oval Rose - Face & Back Assembled,11060,1.0,1,0.01028527
11067,320-3 Oval Rose - Face & Back Assembled,10521,1.0,1,0.010779661
11067,320-3 Oval Rose - Face & Back Assembled,11061,1.0,1,0.010779661
11068,320-1 Oval Rose - Ferrule Soldered,11128,1.0,1,0.008798328
11068,320-1 Oval Rose - Ferrule Soldered,11065,1.0,1,0.008798328
11069,320-2 Oval Rose - Ferrule Soldered,11128,1.0,1,0.008922601
11069,320-2 Oval Rose - Ferrule Soldered,11066,1.0,1,0.008922601
11070,320-3 Oval Rose - Ferrule Soldered,11128,1.0,1,0.010167879
11070,320-3 Oval Rose - Ferrule Soldered,11067,1.0,1,0.010167879
11071,320-1 Oval Rose - Polished,11068,1.0,1,0.013584705
11072,320-2 Oval Rose - Polished,11069,1.0,1,0.016890244
11073,320-3 Oval Rose - Polished,11070,1.0,1,0.012099922
11074,325-2 Round Rose - Assembled & Soldered,11128,1.0,1,0.054679612
11074,325-2 Round Rose - Assembled & Soldered,10235,1.0,1,0.054679612
11074,325-2 Round Rose - Assembled & Soldered,11062,1.0,1,0.054679612
11075,325-3 Round Rose - Assembled & Soldered,11128,1.0,1,0.041722628
11075,325-3 Round Rose - Assembled & Soldered,10235,1.0,1,0.041722628
11075,325-3 Round Rose - Assembled & Soldered,11063,1.0,1,0.041722628
11076,325-2 Round Rose - Polished,11074,1.0,1,0.0305
11077,325-3 Round Rose - Polished,11075,1.0,1,0.0205
11080,"F1, F2, F3 Blank",10472,16.0,1000,0.000445312
11081,"F4, F6, 330-1, 330-3, 320-1, 320-3 Face Blank",10483,35.0,1000,0.000467728
11082,"320-2a, 330-2a, F10, F12 Face Blank",10483,35.0,1000,0.000600164
11083,Blank - Small Medallion,10540,4.0,1000,0.000356667
11084,Blank - Small Medallion (Copper),10361,5.0,1000,0.000356667
11085,Blank - Large Medallion,10541,5.0,1000,0.000397084
11086,Blank - 300 Rose Back,10628,14.0,1000,0.000540571
11087,Blank - Back - 320 Oval Rose,10526,43.0,1000,0.000674532
11088,Blank - 350 Rose Back,10526,52.0,1000,0.001224956
11089,"320-2, 330-2, F5 Face Blank",10483,35.0,1000,0.0005
11100,150-1 Face Blank,10540,6.0,1000,0.000376573
11101,Blank - 300 Rose Face,10536,10.0,1000,0.000363185
11112,Moulded Can with Rose - 100-2-RCL,SUB11112,1.0,1,0.0
11112,Moulded Can with Rose - 100-2-RCL,10275,1.0,1,0.0
11120,186-4 Spout Blank - Isosceles Trapezoid 594mm x 125mm x 60mm ( all +/- 0.4mm) x 0.5mm CR1,SUB11120,1.0,1,0.0
11120,186-4 Spout Blank - Isosceles Trapezoid 594mm x 125mm x 60mm ( all +/- 0.4mm) x 0.5mm CR1,11092,290.0,1000,0.0
11121,186-4 Cross Stay Blank - 412mm (+0.0/-0.5mm) x 73mm (+0.0/-0.5mm) x 0.5mm CR1,11206,120.0,1000,0.0
11121,186-4 Cross Stay Blank - 412mm (+0.0/-0.5mm) x 73mm (+0.0/-0.5mm) x 0.5mm CR1,SUB11121,1.0,1,0.0
11125,155-1-GRA Painted Can,10357,42.5,1000,0.042459893
11125,155-1-GRA Painted Can,10829,1.0,1,0.042459893
11126,155-2-GRA Painted Can,10357,55.0,1000,0.043009524
11126,155-2-GRA Painted Can,10002,1.0,1,0.043009524
11133,2 Gallon Copper Pot Body Rolled (9223),11403,1.0,1,0.3484
11140,Moulded Rose - 330-1,SUB11140,1.0,1,0.0
11140,Moulded Rose - 330-1,10184,1.0,1,0.0
11141,Moulded Rose - 330-3,SUB11141,1.0,1,0.0
11141,Moulded Rose - 330-3,10190,1.0,1,0.0
11142,Moulded Rose - 330-2,SUB11142,1.0,1,0.0
11142,Moulded Rose - 330-2,10252,1.0,1,0.0
11143,Moulded Rose - 335-1,SUB11143,1.0,1,0.0
11143,Moulded Rose - 335-1,10267,1.0,1,0.0
11144,Moulded Rose - 335-2,SUB11144,1.0,1,0.0
11144,Moulded Rose - 335-2,10178,1.0,1,0.0
11145,Moulded Rose - 335-3,SUB11145,1.0,1,0.0
11145,Moulded Rose - 335-3,11058,1.0,1,0.0
11146,Moulded Rose - 335-4,SUB11146,1.0,1,0.0
11146,Moulded Rose - 335-4,11064,1.0,1,0.0
11152,170-1.5 Spout (Brass Insert),11131,1.0,1,0.0
11152,170-1.5 Spout (Brass Insert),SUB11152,1.0,1,0.0
11174,Bleached Cotton Gloves (pack of 12),ZNS10601,1.0,12,0.0
11180,2 Pint Body (Copper),10027,1.0,1,0.019163511
11181,2 Pint Body (Galv'),10005,1.0,1,0.017615111
11182,1 Pint Body (Copper),10758,1.0,1,0.017883895
11183,1 Pint Body (Galv.),10832,1.0,1,0.016852886
11184,1 Pint Spout (Copper),10757,1.0,1,0.0
11185,1 Pint Spout (Galv.),10833,1.0,1,0.0
11186,155-1 Body Assembled,10957,1.0,1,0.014021964
11186,155-1 Body Assembled,11183,1.0,1,0.014021964
11187,155-2 & 165-2 Body Assembled,10957,1.0,1,0.012152031
11187,155-2 & 165-2 Body Assembled,11181,1.0,1,0.012152031
11188,160-1 Body Assembled,10948,1.0,1,0.012689394
11188,160-1 Body Assembled,11182,1.0,1,0.012689394
11189,160-2 & 180-2 Body Assembled,10948,1.0,1,0.012671454
11189,160-2 & 180-2 Body Assembled,11180,1.0,1,0.012671454
11191,160-2 & 180-2 Body Polished,11189,1.0,1,0.016971439
11192,155-1 Soldered Can,10950,1.0,1,0.031338334
11192,155-1 Soldered Can,10952,1.0,1,0.031338334
11192,155-1 Soldered Can,11186,1.0,1,0.031338334
11193,155-2 Soldered Can,10950,1.0,1,0.051343416
11193,155-2 Soldered Can,10951,1.0,1,0.051343416
11193,155-2 Soldered Can,10958,1.0,1,0.051343416
11193,155-2 Soldered Can,11187,1.0,1,0.051343416
11194,165-2 Soldered Can,10950,1.0,1,0.054539764
11194,165-2 Soldered Can,10951,1.0,1,0.054539764
11194,165-2 Soldered Can,10953,1.0,1,0.054539764
11194,165-2 Soldered Can,11187,1.0,1,0.054539764
11195,160-1 Soldered Can,10941,1.0,1,0.0
11195,160-1 Soldered Can,10943,1.0,1,0.0
11195,160-1 Soldered Can,11188,1.0,1,0.0
11196,160-2 Soldered Can,10941,1.0,1,0.047408716
11196,160-2 Soldered Can,10942,1.0,1,0.047408716
11196,160-2 Soldered Can,10949,1.0,1,0.047408716
11196,160-2 Soldered Can,11191,1.0,1,0.047408716
11197,180-2 Soldered Can,10941,1.0,1,0.046172262
11197,180-2 Soldered Can,10942,1.0,1,0.046172262
11197,180-2 Soldered Can,10944,1.0,1,0.046172262
11197,180-2 Soldered Can,11191,1.0,1,0.046172262
11201,160-1 Water Tested Can,10753,1.0,1,0.011951408
11202,160-2 Water Tested Can,10741,1.0,1,0.016732864
11203,180-2 Water Tested Can,10693,1.0,1,0.014582607
11204,169-1.5-GRN - Assembled Can,11149,1.0,1,0.041372866
11204,169-1.5-GRN - Assembled Can,11150,1.0,1,0.041372866
11204,169-1.5-GRN - Assembled Can,11151,1.0,1,0.041372866
11204,169-1.5-GRN - Assembled Can,11148,1.0,1,0.041372866
11204,169-1.5-GRN - Assembled Can,10426,1.0,1,0.041372866
11204,169-1.5-GRN - Assembled Can,10425,1.0,1,0.041372866
11205,170-1.5-GRN - Assembled Can,10425,1.0,1,0.042377049
11205,170-1.5-GRN - Assembled Can,10426,1.0,1,0.042377049
11205,170-1.5-GRN - Assembled Can,11148,1.0,1,0.042377049
11205,170-1.5-GRN - Assembled Can,11150,1.0,1,0.042377049
11205,170-1.5-GRN - Assembled Can,11149,1.0,1,0.042377049
11205,170-1.5-GRN - Assembled Can,11152,1.0,1,0.042377049
11209,198-1 Body and Neck & Breast,10139,1.0,1,0.028317113
11209,198-1 Body and Neck & Breast,10147,1.0,1,0.028317113
11210,188-1 Body and Neck & Breast,10137,1.0,1,0.026809888
11210,188-1 Body and Neck & Breast,10139,1.0,1,0.026809888
11211,198-2 Body and Neck & Breast,10164,1.0,1,0.028626877
11211,198-2 Body and Neck & Breast,10172,1.0,1,0.028626877
11212,188-2 Body and Neck & Breast,10162,1.0,1,0.028651899
11212,188-2 Body and Neck & Breast,10164,1.0,1,0.028651899
11213,198-1 Spot Welded,10145,1.0,1,0.054746581
11213,198-1 Spot Welded,10146,1.0,1,0.054746581
11213,198-1 Spot Welded,10440,1.0,1,0.054746581
11213,198-1 Spot Welded,11209,1.0,1,0.054746581
11214,188-1 Spot Welded,10135,1.0,1,0.050894644
11214,188-1 Spot Welded,10136,1.0,1,0.050894644
11214,188-1 Spot Welded,10440,1.0,1,0.050894644
11214,188-1 Spot Welded,11210,1.0,1,0.050894644
11215,198-2 Spot Welded,10170,1.0,1,0.05222467
11215,198-2 Spot Welded,10171,1.0,1,0.05222467
11215,198-2 Spot Welded,10453,1.0,1,0.05222467
11215,198-2 Spot Welded,11211,1.0,1,0.05222467
11216,188-2 Spot Welded,10160,1.0,1,0.0537827
11216,188-2 Spot Welded,10161,1.0,1,0.0537827
11216,188-2 Spot Welded,10453,1.0,1,0.0537827
11216,188-2 Spot Welded,11212,1.0,1,0.0537827
11217,198-1 Soldered and Filled,11129,1.0,1,0.074293785
11217,198-1 Soldered and Filled,11213,1.0,1,0.074293785
11218,188-1 Soldered and Filled,11127,1.0,1,0.068622719
11218,188-1 Soldered and Filled,11214,1.0,1,0.068622719
11219,198-2 Soldered and Filled,11129,1.0,1,0.074366355
11219,198-2 Soldered and Filled,11215,1.0,1,0.074366355
11220,188-2 Soldered and Filled,11127,1.0,1,0.070136555
11220,188-2 Soldered and Filled,11216,1.0,1,0.070136555
11221,186-4 Body and Neck & Breast,10856,1.0,1,0.029703704
11221,186-4 Body and Neck & Breast,10861,1.0,1,0.029703704
11222,186-4 Spot Weld & Base,10854,1.0,1,0.060408333
11222,186-4 Spot Weld & Base,10855,1.0,1,0.060408333
11222,186-4 Spot Weld & Base,10857,1.0,1,0.060408333
11222,186-4 Spot Weld & Base,11221,1.0,1,0.060408333
11222,186-4 Spot Weld & Base,11234,1.0,1,0.060408333
11225,Indoor Neck (Galv),10007,1.0,1,0.014438707
11226,Indoor Breast Galv,10008,1.0,1,0.004125164
11227,Indoor Neck Copper,10029,1.0,1,0.013670175
11228,Indoor Breast Copper,10030,1.0,1,0.004344286
11233,160-1 Soldered Can,10941,1.0,1,0.032523148
11233,160-1 Soldered Can,10943,1.0,1,0.032523148
11233,160-1 Soldered Can,11188,1.0,1,0.032523148
11234,186-4 Unplated handle (2 holes pierced),10848,1.0,1,0.00229
11236,155-2-2002 Signal Red Painted Can,11235,45.0,1000,0.0433
11236,155-2-2002 Signal Red Painted Can,10002,1.0,1,0.0433
11240,188-2-3005 Wine Red Painted Can,11237,100.0,1000,0.090823529
11240,188-2-3005 Wine Red Painted Can,10159,1.0,1,0.090823529
11241,188-2-8004 Copper Brown Painted Can,11239,100.0,1000,0.081964286
11241,188-2-8004 Copper Brown Painted Can,10159,1.0,1,0.081964286
11242,188-1-3005 Wine Red Painted Can,11237,70.0,1000,0.080666667
11242,188-1-3005 Wine Red Painted Can,10134,1.0,1,0.080666667
11243,165-2-3005 Wine Red Painted Can,11237,30.0,1000,0.108
11243,165-2-3005 Wine Red Painted Can,10016,1.0,1,0.108
11244,198-2-6014 Yellow Olive Painted Can,11238,100.0,1000,0.078846154
11244,198-2-6014 Yellow Olive Painted Can,10169,1.0,1,0.078846154
11245,198-2-8004 Copper Brown Painted Can,11239,100.0,1000,0.081666667
11245,198-2-8004 Copper Brown Painted Can,10169,1.0,1,0.081666667
11246,155-2-8004 Copper Brown Painted Can,11239,55.0,1000,0.0434
11246,155-2-8004 Copper Brown Painted Can,10002,1.0,1,0.0434
11247,165-2-6014 Yellow Olive Painted Can,11238,30.0,1000,0.044771429
11247,165-2-6014 Yellow Olive Painted Can,10016,1.0,1,0.044771429
11248,165-2-8004 Copper Brown Painted Can,11239,30.0,1000,0.042666667
11248,165-2-8004 Copper Brown Painted Can,10016,1.0,1,0.042666667
11249,9222-6014 Painted Jug,11238,50.0,1000,0.039166667
11249,9222-6014 Painted Jug,11255,1.0,1,0.039166667
11252,198-2-CRM Painted Can,10350,100.0,1000,0.083333333
11252,198-2-CRM Painted Can,10169,1.0,1,0.083333333
11254,186-4-PUR Purple Royale Painted Can,11253,160.0,1000,0.086858006
11254,186-4-PUR Purple Royale Painted Can,10862,1.0,1,0.086858006
11255,9222 Raw Jug,10369,1.0,1,0.065050625
11256,320-2a Oval Rose - Packed - Plastic,10522,1.0,1,0.019857379
11256,320-2a Oval Rose - Packed - Plastic,11104,1.0,1,0.019857379
11256,320-2a Oval Rose - Packed - Plastic,10223,1.0,1,0.019857379
11257,350 Rose - Packed,11027,1.0,1,0.01481488
11257,350 Rose - Packed,10241,1.0,1,0.01481488
11271,165-2-4009 Pastel Violet Painted Can,11258,30.0,1000,0.04245283
11271,165-2-4009 Pastel Violet Painted Can,10016,1.0,1,0.04245283
11272,198-2-4009 Pastel Violet Painted Can,11258,100.0,1000,0.081313131
11272,198-2-4009 Pastel Violet Painted Can,10169,1.0,1,0.081313131
11273,188-2-4009 Pastel Violet Painted Can,11258,100.0,1000,0.076548223
11273,188-2-4009 Pastel Violet Painted Can,10159,1.0,1,0.076548223
11274,188-2-6014 Yellow Olive Painted Can,11238,100.0,1000,0.085
11274,188-2-6014 Yellow Olive Painted Can,10159,1.0,1,0.085
11275,188-1-6014 Yellow Olive Painted Can,11238,70.0,1000,0.077263158
11275,188-1-6014 Yellow Olive Painted Can,10134,1.0,1,0.077263158
11276,198-1-6014 Yellow Olive Painted Can,11238,70.0,1000,0.077142857
11276,198-1-6014 Yellow Olive Painted Can,10144,1.0,1,0.077142857
11277,155-2-4009 Pastel Violet Painted Can,11258,30.0,1000,0.044
11277,155-2-4009 Pastel Violet Painted Can,10002,1.0,1,0.044
11278,165-2-3012 Pink Clay Painted Can,11259,30.0,1000,0.045776805
11278,165-2-3012 Pink Clay Painted Can,10016,1.0,1,0.045776805
11279,165-2-8010-R70B - British Navy Blue Painted Can,11263,30.0,1000,0.043767196
11279,165-2-8010-R70B - British Navy Blue Painted Can,10016,1.0,1,0.043767196
11280,165-2-7034 Lichen Green Painted Can,11260,30.0,1000,0.044587332
11280,165-2-7034 Lichen Green Painted Can,10016,1.0,1,0.044587332
11281,165-2-9001 White Granite Painted Can,11261,30.0,1000,0.046511111
11281,165-2-9001 White Granite Painted Can,10016,1.0,1,0.046511111
11282,155-2-5014 Bluebell Meadow Painted Can,11262,30.0,1000,0.043127413
11282,155-2-5014 Bluebell Meadow Painted Can,10002,1.0,1,0.043127413
11283,155-2-378C Fern Green Painted Can,11264,30.0,1000,0.044666667
11283,155-2-378C Fern Green Painted Can,10002,1.0,1,0.044666667
11284,155-2-292C Summer Sky Blue Painted Can,11265,30.0,1000,0.047071823
11284,155-2-292C Summer Sky Blue Painted Can,10002,1.0,1,0.047071823
11285,155-2-264C Misty Lilac Painted Can,11266,30.0,1000,0.043325893
11285,155-2-264C Misty Lilac Painted Can,10002,1.0,1,0.043325893
11286,155-2-116C Lotus Yellow Painted Can,11267,30.0,1000,0.047311828
11286,155-2-116C Lotus Yellow Painted Can,10002,1.0,1,0.047311828
11287,155-2-382C Apple Green Painted Can,11268,30.0,1000,0.044835821
11287,155-2-382C Apple Green Painted Can,10002,1.0,1,0.044835821
11288,155-2-1675C Terracotta Orange Painted Can,11269,30.0,1000,0.042456418
11288,155-2-1675C Terracotta Orange Painted Can,10002,1.0,1,0.042456418
11289,155-1-709C Peppercorn Pink Painted Can,11270,60.0,1000,0.044478976
11289,155-1-709C Peppercorn Pink Painted Can,10829,1.0,1,0.044478976
11290,155-1-1675C Terracotta Orange Painted Can,11269,48.0,1000,0.042892977
11290,155-1-1675C Terracotta Orange Painted Can,10829,1.0,1,0.042892977
11291,155-1-378C Fern Green Painted Can,11264,44.0,1000,0.042184725
11291,155-1-378C Fern Green Painted Can,10829,1.0,1,0.042184725
11292,155-1-5014 Bluebell Meadow Painted Can,11262,44.0,1000,0.043113367
11292,155-1-5014 Bluebell Meadow Painted Can,10829,1.0,1,0.043113367
11295,188-2-8010-R70B - British Navy Blue Painted Can,11263,100.0,1000,0.081018519
11295,188-2-8010-R70B - British Navy Blue Painted Can,10159,1.0,1,0.081018519
11296,155-2-8010-R70B - British Navy Blue Painted Can,11263,30.0,1000,0.044117647
11296,155-2-8010-R70B - British Navy Blue Painted Can,10002,1.0,1,0.044117647
11299,300 Baby Rose - Packed,11045,1.0,1,0.014859318
11299,300 Baby Rose - Packed,10246,1.0,1,0.014859318
11400,9223 Assembled Pot,11133,1.0,1,0.2334
11403,2 Gallon Copper Pot Blank (640.5 +/- 0.2mm x 250.4 +/- 0.4mm x 0.5mm) C106 half hard,11298,833.0,1000,0.025862069
11404,2 Gallon Base - Copper,11414,1.0,4,0.009615385
11407,190-2 Copper Water Tested Can,11408,1.0,1,0.1
11408,190-2 Copper Polished Can,10024,1.0,1,0.1
11409,190-2-Copper Assembled Can,11404,1.0,1,0.0
11409,190-2-Copper Assembled Can,11410,1.0,1,0.0
11411,190-2-Copper Cross Stay,11412,1.0,1,0.0
11412,190-2 Cross Stay Blank - 412mm (+0.0/-0.5mm) x 73mm (+0.0/-0.5mm) x 0.5mm C106 Half Hard,11298,224000.0,1000000,0.008695652
11414,Breast & Base Blank Strip - 1000 mm x 254 mm x 0.5mm Copper sheet C106 half hard temper EN 13599,11298,1164.0,1000,0.026785714
11415,190-2 Spout Blank Copper,11298,571.0,1000,0.018691589
11416,2 Gallon Body Blank Copper 641.4mm x 260.4mm - C106,11298,1330.0,1000,0.013636364
11440,186-1-CR1-HDG Body,11302,1.0,1,0.008646154
11441,186-1-CR1-HDG Cross Stay,11303,1.0,1,0.034281346
11442,186-1-CR1-HDG Spout,11304,1.0,1,0.031579779
11443,1 Gallon Breast - CR1 - HDG,11305,1.0,5,0.016836403
11444,1 Gallon Neck - CR1 - HDG,11306,1.0,2,0.021840491
11444,1 Gallon Neck - CR1 - HDG,10814,1.0,1,0.021840491
11445,1 Gallon Neck & Breast - CR1 - HDG,11443,1.0,1,0.026604069
11445,1 Gallon Neck & Breast - CR1 - HDG,11444,1.0,1,0.026604069
11446,1 Gallon Base - CR1-HDG,11307,187.0,1000,0.004230769
11447,"186-1-HDG-Body, Neck & Breast",11440,1.0,1,0.026911076
11447,"186-1-HDG-Body, Neck & Breast",11445,1.0,1,0.026911076
11448,186-1-HDG - Spotweld & Base,11441,1.0,1,0.071602564
11448,186-1-HDG - Spotweld & Base,11442,1.0,1,0.071602564
11448,186-1-HDG - Spotweld & Base,11446,1.0,1,0.071602564
11448,186-1-HDG - Spotweld & Base,11447,1.0,1,0.071602564
11448,186-1-HDG - Spotweld & Base,11449,1.0,1,0.071602564
11449,186-1 Unplated handle (2 holes pierced),10847,1.0,1,0.002046154
11450,186-1-HDG Galvanised Can,SUB11450,1.0,1,0.0
11450,186-1-HDG Galvanised Can,11448,1.0,1,0.0
11451,186-1 HDG Ferrule-Assembled Can,11127,1.0,1,0.196497462
11451,186-1 HDG Ferrule-Assembled Can,11450,1.0,1,0.196497462
11452,186-1-GRN HDG Painted Can,10659,70.0,1000,0.081470588
11452,186-1-GRN HDG Painted Can,11451,1.0,1,0.081470588
11454,155-1-7034 Lichen Green Painted Can,11260,20.0,1000,0.047166667
11454,155-1-7034 Lichen Green Painted Can,10829,1.0,1,0.047166667
11455,155-2-7034 Lichen Green Painted Can,11260,30.0,1000,0.0575
11455,155-2-7034 Lichen Green Painted Can,10002,1.0,1,0.0575
11456,2 Pint Cross Stay Blank (Brass),11500,37.0,1000,0.002261056
11457,1000mm x 169mm x 0.5mm Brass Strip - 70/30 soft ,11453,1.0,1000,0.0
11458,2 Pint Cross Stay (Brass'),11456,1.0,1,0.006834416
11459,"Brass Strip 2000mm x 133mm x 0,.5mm - 70/30 soft",11453,1.0,1000,0.145
11460,Indoor Base (Brass),11495,63.0,1000,0.002760664
11461,Indoor Breast Blank (Brass),11495,63.0,1000,0.002921279
11462,Brass Strip - 1000mm x 181mm x 0.5mm - 70/30 soft,11453,1.0,1000,0.17
11463,1 Pint Spout Blank (Brass),11497,36.0,1000,0.002056239
11464,1 Pint Spout (Brass),11463,1.0,1,0.027738854
11465,2000mm x 243.5mm x 0.5mm Brass Strip - 70/30 soft ,11453,2.0,1000,0.17
11466,2 Pint Spout Blank (Brass),11499,55.0,1000,0.001478318
11467,145-2 Spout (Brass - Ferrule),11110,1.0,1,0.042607261
11467,145-2 Spout (Brass - Ferrule),11466,1.0,1,0.042607261
11468,Indoor Handle Blank (Brass),11497,33.0,1000,0.002313387
11469,Indoor Handle (Brass),11468,1.0,1,0.009527208
11470,1 Pint Body Blank (Brass) 357mm x 62.75mm x 0.5mm,11498,1.0,1,0.007279029
11471,1 Pint Body (Brass),11470,1.0,1,0.017925926
11472,2 Pint Body Blank (Brass) 357mm x 114.15mm x 0.5mm,11501,1.0,1,0.006558333
11473,2 Pint Body (Brass),11472,1.0,1,0.023993506
11474,Brass Strip - 2000mm x 218mm x 0.5mm - 70/30 soft,11453,2.0,1000,0.125
11475,Indoor Neck Blank (Brass),11496,43.0,1000,0.002120211
11476,Indoor Breast Brass,11461,1.0,1,0.004052206
11477,Indoor Neck Brass,11475,1.0,1,0.013227233
11478,Neck and Breast Indoor (Brass),11476,1.0,1,0.011603336
11478,Neck and Breast Indoor (Brass),11477,1.0,1,0.011603336
11479,140-1 Body Assembled,11471,1.0,1,0.012481481
11479,140-1 Body Assembled,11478,1.0,1,0.012481481
11480,140-1 Soldered Can,11464,1.0,1,0.028689139
11480,140-1 Soldered Can,11469,1.0,1,0.028689139
11480,140-1 Soldered Can,11479,1.0,1,0.028689139
11481,140-1 Assembled Can,11460,1.0,1,0.028089888
11481,140-1 Assembled Can,11480,1.0,1,0.028089888
11482,140-1 Polished Can,11481,1.0,1,0.076335878
11483,140-1 Water Tested Can,11482,1.0,1,0.011538462
11484,140-2 & 145-2 Body Assembled,11473,1.0,1,0.013395522
11484,140-2 & 145-2 Body Assembled,11478,1.0,1,0.013395522
11485,140-2 Spout (Brass),11466,1.0,1,0.028745875
11486,140-2 & 145-2 Body Polished,11484,1.0,1,0.013607477
11487,140-2 Soldered Can,11458,1.0,1,0.046479401
11487,140-2 Soldered Can,11469,1.0,1,0.046479401
11487,140-2 Soldered Can,11485,1.0,1,0.046479401
11487,140-2 Soldered Can,11486,1.0,1,0.046479401
11488,140-2 Assembled Can,11460,1.0,1,0.028089888
11488,140-2 Assembled Can,11487,1.0,1,0.028089888
11489,140-2 Polished Can,11488,1.0,1,0.089659091
11490,140-2 Water Tested Can,11489,1.0,1,0.013939394
11491,145-2 Soldered Can,11458,1.0,1,0.047453184
11491,145-2 Soldered Can,11467,1.0,1,0.047453184
11491,145-2 Soldered Can,11469,1.0,1,0.047453184
11491,145-2 Soldered Can,11486,1.0,1,0.047453184
11492,145-2 Assembled Can,11460,1.0,1,0.027153558
11492,145-2 Assembled Can,11491,1.0,1,0.027153558
11493,145-2 Polished Can,11492,1.0,1,0.092251908
11494,145-2 Water Tested Can,11493,1.0,1,0.01278626
11502,186-1-PUR Purple Royale Painted Can,11253,70.0,1000,0.083333333
11502,186-1-PUR Purple Royale Painted Can,11451,1.0,1,0.083333333
11503,790 - Ferrule-Assembled Can,10917,1.0,1,0.143333333
11503,790 - Ferrule-Assembled Can,11129,2.0,1,0.143333333
11504,790-GRN Painted Can,10659,100.0,1000,0.0884
11504,790-GRN Painted Can,11503,1.0,1,0.0884
11536,Brass Downspout - Cleaned & Polished,11505,1.0,1,0.014556962
11537,320-2a Oval Rose - Packed - Brass,11104,1.0,1,0.020279188
11537,320-2a Oval Rose - Packed - Brass,10223,1.0,1,0.020279188
11537,320-2a Oval Rose - Packed - Brass,11536,1.0,1,0.020279188
11545,180-2 Body Assembled - Hammered Finish (copper),11553,1.0,1,0.0
11545,180-2 Body Assembled - Hammered Finish (copper),11556,1.0,1,0.0
11546,180-2 - Hammered Finish - Body Polished,11545,1.0,1,0.0
11547,180-2 Hammered Finish Assembled Can,10031,1.0,1,0.0
11547,180-2 Hammered Finish Assembled Can,11548,1.0,1,0.0
11548,180-2 Hammered Finish Soldered Can,10941,1.0,1,0.0
11548,180-2 Hammered Finish Soldered Can,10942,1.0,1,0.0
11548,180-2 Hammered Finish Soldered Can,10944,1.0,1,0.0
11548,180-2 Hammered Finish Soldered Can,11546,1.0,1,0.0
11549,180-2 - Hammered Finish - Polished,11547,1.0,1,0.0
11550,180-2 Hammered Finish Water Tested Can,11549,1.0,1,0.0
11552,Indoor Neck - Hammered Finish (copper),10029,1.0,1,0.0
11553,Neck and Breast Indoor - Hammered Finish (Copper),11228,1.0,1,0.0
11553,Neck and Breast Indoor - Hammered Finish (Copper),11552,1.0,1,0.0
11554,2 Pint Body Blank - Hammered Finish (Copper),11156,1.0,1,0.0
11555,1 Pint Body Blank- Hammered Finish (Copper),11155,1.0,1,0.0
11556,2 pint body - Hammered Finish (copper),11554,1.0,1,0.0
11557,1 Pint Body - Hammered Finish (Copper),11555,1.0,1,0.0
11558,160-1 Hammered Finish Body Assembled,11553,1.0,1,0.0
11558,160-1 Hammered Finish Body Assembled,11557,1.0,1,0.0
11559,160-1 Hammered Finish Soldered Can,10941,1.0,1,0.0
11559,160-1 Hammered Finish Soldered Can,10943,1.0,1,0.0
11559,160-1 Hammered Finish Soldered Can,11558,1.0,1,0.0
11560,160-1 Hammered Finish Assembled Can,10031,1.0,1,0.0
11560,160-1 Hammered Finish Assembled Can,11559,1.0,1,0.0
11561,160-1 Hammered Finish Polished Can,11560,1.0,1,0.0
11562,160-1 Hammered Finish Water Tested Can,11561,1.0,1,0.0
121,Eclipse Spray Lance (Hose Fitting),10542,1.0,1,0.169444444
121,Eclipse Spray Lance (Hose Fitting),5626,1.0,1,0.169444444
121,Eclipse Spray Lance (Hose Fitting),5631,1.0,1,0.169444444
121,Eclipse Spray Lance (Hose Fitting),25,1.0,1,0.169444444
121,Eclipse Spray Lance (Hose Fitting),57,1.0,1,0.169444444
121,Eclipse Spray Lance (Hose Fitting),9109,1.0,1,0.169444444
121,Eclipse Spray Lance (Hose Fitting),2401,1.0,1,0.169444444
121,Eclipse Spray Lance (Hose Fitting),125-NOG,1.0,1,0.169444444
123,Eclipse Spray Lance (Snap-on Fitting),5631,1.0,1,0.1616
123,Eclipse Spray Lance (Snap-on Fitting),5626,1.0,1,0.1616
123,Eclipse Spray Lance (Snap-on Fitting),10542,1.0,1,0.1616
123,Eclipse Spray Lance (Snap-on Fitting),25,1.0,1,0.1616
123,Eclipse Spray Lance (Snap-on Fitting),57,1.0,1,0.1616
123,Eclipse Spray Lance (Snap-on Fitting),2400,1.0,1,0.1616
123,Eclipse Spray Lance (Snap-on Fitting),9109,1.0,1,0.1616
123,Eclipse Spray Lance (Snap-on Fitting),125-NOG,1.0,1,0.1616
124,Eclipse Spray Lance (Special Fitting),5631,1.0,1,0.0
124,Eclipse Spray Lance (Special Fitting),5626,1.0,1,0.0
124,Eclipse Spray Lance (Special Fitting),10542,1.0,1,0.0
124,Eclipse Spray Lance (Special Fitting),2232,1.0,1,0.0
124,Eclipse Spray Lance (Special Fitting),25,1.0,1,0.0
124,Eclipse Spray Lance (Special Fitting),57,1.0,1,0.0
124,Eclipse Spray Lance (Special Fitting),2231,1.0,1,0.0
124,Eclipse Spray Lance (Special Fitting),9109,1.0,1,0.0
124,Eclipse Spray Lance (Special Fitting),125-NOG,1.0,1,0.0
125-GAP,Trigger Unit (Gapping Ring),5632,1.0,1,0.031506849
